Utility Characteristics,,,,,,,RESIDENTIAL,,,COMMERCIAL,,,INDUSTRIAL,,,TRANSPORTATION,,,TOTAL,,
2015,50850,OLS Energy Chino,14265,OLS Energy-Chino,CA,CISO,0.0,0,0,0.0,0,0,"2,055.0","14,946",1,0.0,0,0,"2,055.0","14,946",1
2015,58134,Oberlin Spear Point Solar One,58084,"Oberlin Spear Point Solar One, LLC",OH,PJM,0.0,0,0,147.0,"2,947",1,0.0,0,0,0.0,0,0,147.0,"2,947",1
2015,50413,Olmsted Waste Energy,21995,Olmsted County Public Works,MN,MISO,0.0,0,0,247.0,"2,153",1,0.0,0,0,0.0,0,0,247.0,"2,153",1
2015,58411,Orange PV,57081,"WGL Energy Systems, Inc",MA,ISNE,0.0,0,0,252.0,"2,860",1,0.0,0,0,0.0,0,0,252.0,"2,860",1
2015,60038,Owens Corning Headquarters,58491,"Constellation Solar Holding, LLC",OH,PJM,0.0,0,0,0.0,0,0,23.0,129,1,0.0,0,0,23.0,129,1
2015,58550,Owens Corning at Bethlehem,58491,"Constellation Solar Holding, LLC",NY,NYIS,0.0,0,0,0.0,0,0,228.0,"3,308",1,0.0,0,0,228.0,"3,308",1
2015,59866,Palmer Solar LLC,59653,Palmer Solar LLC,MA,ISNE,0.0,0,0,307.0,"3,000",1,0.0,0,0,0.0,0,0,307.0,"3,000",1
2015,58293,Paradise Valley H.S. PV,58863,Main Street Power,AZ,AZPS,0.0,0,0,255.0,"2,554",1,0.0,0,0,0.0,0,0,255.0,"2,554",1
2015,59544,Parlin Solar LLC,59287,Laurel Capital Partners,NJ,PJM,0.0,0,0,0.0,0,0,62.0,"1,329",1,0.0,0,0,62.0,"1,329",1
2015,58198,Parnassus Central Utility Plant,58171,University of California-San Francisco,CA,CISO,0.0,0,0,"8,236.0","71,945",3,0.0,0,0,0.0,0,0,"8,236.0","71,945",3
2015,55047,Pasadena Cogeneration,11059,Pasadena Cogeneration LP,TX,ERCO,0.0,0,0,0.0,0,0,"136,707.0","430,708",1,0.0,0,0,"13,671.0","430,708",1
2015,57772,Perdue Bridgeville Photovoltaic,57081,"WGL Energy Systems, Inc",MD,PJM,0.0,0,0,159.0,"2,018",1,0.0,0,0,0.0,0,0,159.0,"2,018",1
2015,57879,Perdue Salisbury Photovoltaic,57081,"WGL Energy Systems, Inc",MD,PJM,0.0,0,0,116.0,"1,476",1,0.0,0,0,0.0,0,0,116.0,"1,476",1
2015,58708,Phoenix Airport East Economy Lot,58649,Solar Star Arizona II LLC,AZ,AZPS,0.0,0,0,258.0,"1,968",1,0.0,0,0,0.0,0,0,258.0,"1,968",1
2015,58709,Phoenix Airport Rental Car Center,58649,Solar Star Arizona II LLC,AZ,AZPS,0.0,0,0,559.0,"6,427",1,0.0,0,0,0.0,0,0,559.0,"6,427",1
2015,59364,Plainfield One Solar LLC,58258,SunRay Power LLC,NJ,PJM,0.0,0,0,178.0,"1,527",1,0.0,0,0,0.0,0,0,178.0,"1,527",1
2015,54103,Port Edwards Mill,5033,Domtar Industries Inc,WI,MISO,0.0,0,0,0.0,0,0,92.0,"2,292",1,0.0,0,0,92.0,"2,292",1
2015,10025,"RED-Rochester, LLC",5624,"RED-Rochester, LLC",NY,NYIS,0.0,0,0,0.0,0,0,"19,007.0","273,468",13,0.0,0,0,"19,007.0","273,468",13
2015,57419,RPI Fuel Cell LLC,56748,RP1 Fuel Cell LLC,CA,CISO,0.0,0,0,0.0,0,0,"1,334.0","9,197",1,0.0,0,0,"1,334.0","9,197",1
2015,57507,RV CSU Power II LLC,56828,RV CSU Power II LLC,CO,PSCO,0.0,0,0,398.0,"4,411",1,0.0,0,0,0.0,0,0,398.0,"4,411",1
2015,57141,RV CSU Power LLC,56493,RV CSU Power LLC,CO,PSCO,0.0,0,0,278.0,"2,991",1,0.0,0,0,0.0,0,0,278.0,"2,991",1
2015,58589,Rio Rancho High School,57081,"WGL Energy Systems, Inc",NM,PNM,0.0,0,0,141.0,"2,147",1,0.0,0,0,0.0,0,0,141.0,"2,147",1
2015,58241,Rock Hall,57081,"WGL Energy Systems, Inc",MD,PJM,0.0,0,0,159.0,"1,848",1,0.0,0,0,0.0,0,0,159.0,"1,848",1
2015,59090,Rockland Solar,58902,Rockland Solar,MA,ISNE,0.0,0,0,216.0,"3,023",1,0.0,0,0,0.0,0,0,216.0,"3,023",1
2015,57524,Roger Road WWTP,56857,SunE M5C Holdings LLC,AZ,TEPC,0.0,0,0,178.0,"1,858",1,0.0,0,0,0.0,0,0,178.0,"1,858",1
2015,58479,SEV NM Phase 2,58465,"Green States Energy, Inc.",NM,SWPP,0.0,0,0,164.0,"4,239",1,0.0,0,0,0.0,0,0,164.0,"4,239",1
2015,59947,SR Camden,59710,"SR Camden, LLC",AR,SPA,0.0,0,0,0.0,0,0,25.0,451,1,0.0,0,0,25.0,451,1
2015,50537,SRI International Cogen Project,9297,IPT SRI Cogeneration Inc,CA,CISO,0.0,0,0,0.0,0,0,"2,637.0","20,289",1,0.0,0,0,"2,637.0","20,289",1
2015,55104,Sabine Cogen,16668,Sabine Cogen LP,TX,MISO,0.0,0,0,0.0,0,0,"16,352.0","152,518",1,0.0,0,0,"16,352.0","152,518",1
2015,10789,Sabine River Works,57160,DuPont Sabine River Works,TX,MISO,0.0,0,0,0.0,0,0,"14,161.0","418,519",1,0.0,0,0,"14,161.0","418,519",1
2015,59323,Sacramento (SMUD),57081,"WGL Energy Systems, Inc",CA,BANC,0.0,0,0,412.0,"2,372",1,0.0,0,0,0.0,0,0,412.0,"2,372",1
2015,58006,Salt Palace Solar Gen Plant,57383,Wasatch View Solar LLC,UT,PACE,0.0,0,0,205.0,"2,328",1,0.0,0,0,0.0,0,0,205.0,"2,328",1
2015,57100,Santa Maria LFG Power Plant,56396,J&A-Santa Maria LLC,CA,CISO,0.0,0,0,"1,025.0","9,010",1,0.0,0,0,0.0,0,0,"1,025.0","9,010",1
2015,59724,Scituate Wind,59493,Scituate Wind LLC,MA,ISNE,0.0,0,0,285.0,"2,738",1,0.0,0,0,0.0,0,0,285.0,"2,738",1
2015,55049,Sierra Pacific Anderson Facility,17164,Sierra Pacific Industries Inc,CA,CISO,0.0,0,0,0.0,0,0,220.0,"2,219",1,0.0,0,0,220.0,"2,219",1
2015,10849,Silver Bay Power,3807,Cleveland Cliffs Inc,MN,MISO,0.0,0,0,0.0,0,0,"34,002.0","521,920",1,0.0,0,0,"34,002.0","521,920",1
2015,57933,Solar Star California II LLC,58101,Solar Star California II LLC,CA,BANC,0.0,0,0,274.0,"4,303",1,0.0,0,0,0.0,0,0,274.0,"4,303",1
2015,58402,Solar Star New Jersey NJ LLC,58387,Solar Star New Jersey VI LLC,NJ,PJM,0.0,0,0,486.0,"1,614",1,0.0,0,0,0.0,0,0,486.0,"1,614",1
2015,57770,South Bay Fuel Cell Plant,57047,BioFuels Point Loma LLC,CA,CISO,0.0,0,0,871.0,"8,217",1,0.0,0,0,0.0,0,0,871.0,"8,217",1
2015,58423,Southbridge PV,57081,"WGL Energy Systems, Inc",MA,ISNE,0.0,0,0,377.0,"4,021",1,0.0,0,0,0.0,0,0,377.0,"4,021",1
2015,57683,"Staples La Mirada, CA",57007,"SunE WF3-ST Holdings, LLC",CA,CISO,0.0,0,0,240.0,"1,736",1,0.0,0,0,0.0,0,0,240.0,"1,736",1
2015,59363,State Street Solar LLC,58258,SunRay Power LLC,MA,ISNE,0.0,0,0,254.0,"1,560",1,0.0,0,0,0.0,0,0,254.0,"1,560",1
2015,59765,Stetson Road Solar - Barre I,59232,Kearsarge Solar LLC,MA,ISNE,0.0,0,0,435.0,"3,166",1,0.0,0,0,0.0,0,0,435.0,"3,166",1
2015,54149,Stony Brook Cogen Plant,13587,Nissequoque Cogen Partners,NY,NYIS,0.0,0,0,"27,563.0","232,458",1,0.0,0,0,0.0,0,0,"27,563.0","232,458",1
2015,58839,Sudbury Landfill,58721,Solar Sudbury One LF LLC,MA,ISNE,0.0,0,0,204.0,"1,995",1,0.0,0,0,0.0,0,0,204.0,"1,995",1
2015,58588,Sue Cleveland High School,57081,"WGL Energy Systems, Inc",NM,PNM,0.0,0,0,146.0,"2,219",1,0.0,0,0,0.0,0,0,146.0,"2,219",1
2015,57010,SunEdison Anheuser Busch Fairfield,56434,SunE M5 Holdings LLC,CA,CISO,0.0,0,0,247.0,"2,055",1,0.0,0,0,0.0,0,0,247.0,"2,055",1
2015,57007,SunEdison Ironwood State Prison,56297,SunE CPA CDC2 LLC,CA,CISO,0.0,0,0,218.0,"2,112",1,0.0,0,0,0.0,0,0,218.0,"2,112",1
2015,57008,SunEdison Procter & Gamble Oxnard,56431,SunE U6 Holdings LLC,CA,CISO,0.0,0,0,275.0,"1,923",1,0.0,0,0,0.0,0,0,275.0,"1,923",1
2015,57004,SunEdison Walgreens Moreno Valley,56294,SunE WG113 Moreno Valley LLC,CA,CISO,0.0,0,0,201.0,"1,780",1,0.0,0,0,0.0,0,0,201.0,"1,780",1
2015,57012,SunEdison Walmart Apple Valley DC,56434,SunE M5 Holdings LLC,CA,CISO,0.0,0,0,296.0,"2,402",1,0.0,0,0,0.0,0,0,296.0,"2,402",1
2015,55015,Sweeny Cogen Facility,22214,Sweeny Cogeneration LP,TX,ERCO,0.0,0,0,0.0,0,0,"45,254.0","1,027,468",1,0.0,0,0,"45,254.0","1,027,468",1
2015,58232,Tahquitz High School,58661,"Sustainable Power Group, LLC",CA,CISO,0.0,0,0,235.0,"1,788",1,0.0,0,0,0.0,0,0,235.0,"1,788",1
2015,59330,Taylor Farms,59129,"Foundation CA Fund VII Manager, LLC",CA,CISO,0.0,0,0,0.0,0,0,363.0,"2,440",1,0.0,0,0,363.0,"2,440",1
2015,57594,Teichert Materials-Teichert Vernalis,56930,"Foundation HA Energy Generation, LLC",CA,CISO,0.0,0,0,0.0,0,0,66.0,"1,598",1,0.0,0,0,66.0,"1,598",1
2015,10093,Tesoro Hawaii,58553,PAR Petroleum,HI,NA,0.0,0,0,0.0,0,0,"1,710.0","7,815",1,0.0,0,0,"1,710.0","7,815",1
2015,58356,The Lawrenceville School Solar Facility,57411,KDC Solar O&M LLC,NJ,PJM,0.0,0,0,690.0,"9,204",1,0.0,0,0,0.0,0,0,690.0,"9,204",1
2015,58917,Tioga Solar Morris County 1 LLC,58661,"Sustainable Power Group, LLC",NJ,PJM,0.0,0,0,132.0,"1,564",1,0.0,0,0,0.0,0,0,132.0,"1,564",1
2015,57647,"Toys R Us- DE, Inc. at Mt. Olive, NJ",56976,"Constellation Solar New Jersey II, LLC",NJ,PJM,0.0,0,0,388.0,"5,133",1,0.0,0,0,0.0,0,0,388.0,"5,133",1
2015,59390,True North,58677,CD US Solar MT1 LLC,MA,ISNE,0.0,0,0,"2,951.0","7,339",3,0.0,0,0,0.0,0,0,"2,951.0","7,339",3
2015,59872,UC Davis South Campus,59660,"Solar Star California XXXII, LLC",CA,CISO,0.0,0,0,608.0,"4,953",1,0.0,0,0,0.0,0,0,608.0,"4,953",1
2015,60120,UCI Fuel Cell,59892,"UCI Fuel Cell, LLC",CA,CISO,0.0,0,0,38.0,490,1,0.0,0,0,0.0,0,0,38.0,490,1
2015,57735,UCSD Fuel Cell Plant,57047,BioFuels Point Loma LLC,CA,CISO,0.0,0,0,"2,528.0","18,731",1,0.0,0,0,0.0,0,0,"2,528.0","18,731",1
2015,59749,UMES (MD) - Princess Anne,58473,"NVT LICENSES, LLC",MD,PJM,0.0,0,0,"1,157.0","3,040",1,0.0,0,0,0.0,0,0,"1,157.0","3,040",1
2015,57420,UTS SJ1 LLC,56749,UTS SJ1 LLC,CA,CISO,0.0,0,0,940.0,"7,005",1,0.0,0,0,0.0,0,0,940.0,"7,005",1
2015,58516,Union HS at Casa Grande,58491,"Constellation Solar Holding, LLC",AZ,AZPS,0.0,0,0,294.0,"3,196",1,0.0,0,0,0.0,0,0,294.0,"3,196",1
2015,58040,United Stationers Supply Solar Electric,57411,KDC Solar O&M LLC,NJ,PJM,0.0,0,0,255.0,"4,248",1,0.0,0,0,0.0,0,0,255.0,"4,248",1
2015,54372,University of Colorado,22208,University of Colorado,CO,PSCO,0.0,0,0,"13,494.0","117,238",1,0.0,0,0,0.0,0,0,"13,494.0","117,238",1
2015,54780,University of Illinois Abbott Power Plt,19528,University of Illinois,IL,MISO,131.0,968,236,"1,531.0","17,564",82,0.0,0,0,0.0,0,0,"1,662.0","18,532",318
2015,58517,Vista Grande HS at Casa Grande,58491,"Constellation Solar Holding, LLC",AZ,AZPS,0.0,0,0,267.0,"2,895",1,0.0,0,0,0.0,0,0,267.0,"2,895",1
2015,58401,Volkswagen Solar System,58385,SR Enterprise South LLC,TN,TVA,0.0,0,0,0.0,0,0,"1,345.0","12,931",1,0.0,0,0,"1,345.0","12,931",1
2015,60365,Vulcraft Solar,60163,Soltage LLC,NY,NYIS,0.0,0,0,0.0,0,0,183.0,"2,307",1,0.0,0,0,183.0,"2,307",1
2015,58123,Wakefern Food Corp,56990,NJR Clean Energy Ventures Corporation,NJ,PJM,0.0,0,0,195.0,"2,722",1,0.0,0,0,0.0,0,0,195.0,"2,722",1
2015,57006,Walgreens Woodland Distribution Center,56296,SunE WG45 Woodland LLC,CA,CISO,0.0,0,0,184.0,"1,470",1,0.0,0,0,0.0,0,0,184.0,"1,470",1
2015,50077,Waste Energy Services,5677,Waste Energy Services Inc,MI,MISO,0.0,0,0,0.0,0,0,43.0,402,1,0.0,0,0,43.0,402,1
2015,50216,Watson Cogeneration,867,ARCO Products Co-Watson,CA,CISO,0.0,0,0,0.0,0,0,"31,535.0","733,288",1,0.0,0,0,"31,535.0","733,288",1
2015,58244,West Valley High School Solar,58661,"Sustainable Power Group, LLC",CA,CISO,0.0,0,0,197.0,"1,499",1,0.0,0,0,0.0,0,0,197.0,"1,499",1
2015,59368,Westborough Solar LLC,58258,SunRay Power LLC,MA,ISNE,0.0,0,0,386.0,"2,572",1,0.0,0,0,0.0,0,0,386.0,"2,572",1
2015,58357,White Rose Foods Solar Facility,57411,KDC Solar O&M LLC,NJ,PJM,0.0,0,0,392.0,"6,032",1,0.0,0,0,0.0,0,0,392.0,"6,032",1
2015,57102,Whittier LFG Power Plant #1,56395,J&A-Whittier LLC,CA,CISO,0.0,0,0,"1,034.0","9,561",1,0.0,0,0,0.0,0,0,"1,034.0","9,561",1
2015,57805,William Paterson University,57124,Nautilus Solar WPU LLC,NJ,PJM,0.0,0,0,100.0,583,1,0.0,0,0,0.0,0,0,100.0,583,1
2015,58361,Williams-Sonoma Solar Facility,57411,KDC Solar O&M LLC,NJ,PJM,0.0,0,0,550.0,"4,621",1,0.0,0,0,0.0,0,0,550.0,"4,621",1
2015,59751,"Wilzig Associates, LLC",59518,"Wilzig Associates, LLC",NJ,PJM,0.0,0,0,0.0,0,0,180.0,"2,021",1,0.0,0,0,180.0,"2,021",1
These entities are one of the elements used in the state Adjustment lines in the Sales to Ultimate Customers file.,,,,,,,,,,,,,,,,,,,,,
