Utility Charateristics,,,,,,,,RESIDENTIAL,,,COMMERCIAL,,,INDUSTRIAL,,,TRANSPORTATION,,,TOTAL,,
,,,,,,,,Revenues,Sales,Customers,Revenues,Sales,Customers,Revenues,Sales,Customers,Revenues,Sales,Customers,Revenues,Sales,Customers
Data Year,Utility Number,Utility Name,Part,SERVICE_TYPE,"Data Type
O = Observed
I = Imputed",State,Ownership,Thousands Dollars,Megawatthours,Count,Thousands Dollars,Megawatthours,Count,Thousands Dollars,Megawatthours,Count,Thousands Dollars,Megawatthours,Count,Thousands Dollars,Megawatthours,Count
2012,19882,Virginia Tech Electric Service,A,Bundled,O,VA,State,"6,180.1","50,223","5,189","26,768.8","270,317","1,169","1,349.9","13,769",5,.,.,.,"34,298.8","334,309","6,363"
2012,19883,City of Virginia,A,Bundled,O,MN,Municipal,"3,999.0","34,409","4,260","9,043.0","77,074",979,.,.,.,.,.,.,"13,042.0","111,483","5,239"
2012,19887,Wabash County Rural E M C,A,Bundled,O,IN,Cooperative,"8,676.0","72,965","4,241","3,021.7","26,306","1,168","7,419.2","98,197",8,.,.,.,"19,116.9","197,468","5,417"
2012,19896,City of Volga,A,Bundled,O,SD,Municipal,"1,033.0","9,516",830,170.0,"1,604",112,"2,570.0","36,544",29,0.0,0,0,"3,773.0","47,664",971
2012,19898,Volunteer Electric Coop,A,Bundled,O,TN,Cooperative,"139,160.0","1,324,678","93,337","58,073.0","530,977","17,982","22,953.0","297,542",31,0.0,0,0,"220,186.0","2,153,197","111,350"
2012,19947,City of Wadena - (MN),A,Bundled,O,MN,Municipal,"1,807.1","21,193","1,912",543.3,"6,259",361,"2,619.3","38,054",91,.,.,.,"4,969.7","65,506","2,364"
2012,19951,City of Wadsworth,A,Bundled,O,OH,Municipal,"12,760.0","98,755","11,091","8,005.0","84,794","1,282","6,709.0","80,709",137,.,.,.,"27,474.0","264,258","12,510"
2012,19968,City of Wahoo - (NE),A,Bundled,O,NE,Municipal,"1,802.0","22,079","1,841","2,130.0","29,662",437,337.0,"5,947",2,.,.,.,"4,269.0","57,688","2,280"
2012,19974,Town of Wake Forest - (NC),A,Bundled,O,NC,Municipal,"8,230.0","61,007","5,363","8,507.6","73,649",824,0.0,0,0,0.0,0,0,"16,737.6","134,656","6,187"
2012,19979,Town of Wakefield - (MA),A,Bundled,O,MA,Municipal,"10,943.0","81,485","10,297","5,086.0","37,554","1,672","8,647.0","68,659",151,.,.,.,"24,676.0","187,698","12,120"
2012,19980,City of Wakefield - (NE),A,Bundled,O,NE,Municipal,538.0,"5,122",565,372.0,"3,545",95,"2,462.0","36,722",1,.,.,.,"3,372.0","45,389",661
2012,19981,Wake Electric Membership Corp,A,Bundled,O,NC,Cooperative,"59,377.5","494,547","33,776","9,407.5","90,386","2,070","3,223.0","70,135",3,.,.,.,"72,008.0","655,068","35,849"
2012,20038,Town of Wallingford - (CT),A,Bundled,O,CT,Municipal,"27,577.0","209,181","21,041","30,113.0","250,739","3,634","14,332.0","144,019",25,.,.,.,"72,022.0","603,939","24,700"
2012,20065,Walton Electric Member Corp,A,Bundled,O,GA,Cooperative,"165,872.7","1,646,202","109,229","53,549.5","516,476","9,266","14,075.8","199,802",52,0.0,0,0,"233,498.0","2,362,480","118,547"
2012,20069,City of Wamego - (KS),A,Bundled,O,KS,Municipal,"2,265.0","20,369","1,924","1,202.0","12,170",268,"1,064.0","12,981",38,.,.,.,"4,531.0","45,520","2,230"
2012,20077,City of Wapakoneta - (OH),A,Bundled,O,OH,Municipal,"4,207.0","49,046","4,701","4,838.0","51,663",634,"5,081.0","74,799",10,.,.,.,"14,126.0","175,508","5,345"
2012,20130,Warren Rural Elec Coop Corp,A,Bundled,O,KY,Cooperative,"82,358.0","787,523","50,329","37,762.0","338,625","10,263","50,732.0","636,655",48,0.0,0,0,"170,852.0","1,762,803","60,640"
2012,20134,City of Warroad,A,Bundled,O,MN,Municipal,822.2,"7,572",749,"1,456.2","15,271",138,"1,676.1","28,783",3,.,.,.,"3,954.5","51,626",890
2012,20135,City of Washington - (UT),A,Bundled,O,UT,Municipal,"4,721.0","55,437","5,578","3,521.0","36,564",444,28.0,322,1,.,.,.,"8,270.0","92,323","6,023"
2012,20136,City of Waseca - (MN),A,Bundled,O,MN,Municipal,"3,230.0","26,731","3,631","3,621.0","35,020",522,.,.,.,.,.,.,"6,851.0","61,751","4,153"
2012,20138,"Wasco Electric Coop, Inc",A,Bundled,O,OR,Cooperative,"4,711.0","49,264","3,769","1,545.0","15,986",533,"3,107.0","42,057",331,.,.,.,"9,363.0","107,307","4,633"
2012,20139,City of Washington - (IN),A,Bundled,O,IN,Municipal,"6,541.0","71,759","6,247","6,316.0","74,743","1,084","1,667.0","22,848",1,0.0,0,0,"14,524.0","169,350","7,332"
2012,20140,City of Washington - (GA),A,Bundled,O,GA,Municipal,"2,771.0","23,497","2,044","2,320.0","20,500",309,"4,176.0","54,850",4,0.0,0,0,"9,267.0","98,847","2,357"
2012,20142,City of Washington - (NC),A,Bundled,O,NC,Municipal,"17,684.8","127,992","11,061","13,673.4","106,346","2,411","3,723.5","39,956",6,.,.,.,"35,081.7","274,294","13,478"
2012,20146,Washington Elec Member Corp,A,Bundled,O,GA,Cooperative,"20,949.0","180,832","14,620","4,994.0","50,697",680,"8,011.0","120,672",7,.,.,.,"33,954.0","352,201","15,307"
2012,20150,Washington Electric Coop - (OH),A,Bundled,O,OH,Cooperative,"12,431.7","82,079","8,200","2,905.7","18,388","2,316",286.6,"3,268",1,0.0,0,0,"15,624.0","103,735","10,517"
2012,20151,Washington Electric Coop - (VT),A,Bundled,O,VT,Cooperative,"12,050.0","61,461","10,222",764.0,"4,162",421,455.0,"3,369",11,.,.,.,"13,269.0","68,992","10,654"
2012,20163,Wagoner Public Works Authority,A,Bundled,O,OK,Municipal,"4,161.8","39,525","3,359","2,722.1","27,592",528,830.4,"10,223",19,.,.,.,"7,714.3","77,340","3,906"
2012,20169,Avista Corp,A,Bundled,O,ID,Investor Owned,"102,920.0","1,164,976","106,519","87,364.0","1,008,094","16,900","63,150.0","1,185,320",468,0.0,0,0,"253,434.0","3,358,390","123,887"
2012,20169,Avista Corp,A,Bundled,O,MT,Investor Owned,13.0,162,9,31.0,337,14,0.0,0,0,0.0,0,0,44.0,499,23
2012,20169,Avista Corp,A,Bundled,O,WA,Investor Owned,"212,204.0","2,443,487","212,164","207,440.0","2,156,301","23,552","56,438.0","914,328",927,0.0,0,0,"476,082.0","5,514,116","236,643"
2012,20176,City of Water Valley - (MS),A,Bundled,O,MS,Municipal,"2,158.0","21,095","1,578","1,981.0","19,718",405,"1,682.0","25,735",1,0.0,0,0,"5,821.0","66,548","1,984"
2012,20182,Waterloo Light & Water Comm,A,Bundled,O,WI,Municipal,"1,457.6","12,672","1,509","2,863.5","25,805",290,0.0,0,0,0.0,0,0,"4,321.1","38,477","1,799"
2012,20187,Watertown Municipal Utilities,A,Bundled,O,SD,Municipal,"8,582.0","112,418","11,158","5,809.0","91,356","2,115","10,195.0","164,258",210,.,.,.,"24,586.0","368,032","13,483"
2012,20211,Village of Waunakee,A,Bundled,O,WI,Municipal,"5,472.0","46,852","4,709","5,208.1","48,570",620,"2,138.3","24,426",4,0.0,0,0,"12,818.4","119,848","5,333"
2012,20213,Waupun Utilities,A,Bundled,O,WI,Municipal,"3,551.5","30,731","3,744","4,004.5","39,404",516,"2,765.4","36,379",2,0.0,0,0,"10,321.4","106,514","4,262"
2012,20214,Waverly Municipal Elec Utility,A,Bundled,O,IA,Municipal,"4,634.0","37,489","3,961","2,445.6","23,103",939,"6,745.0","86,663",78,.,.,.,"13,824.6","147,255","4,978"
2012,20216,Whitewater Valley Rural EMC,A,Bundled,O,IN,Cooperative,"20,773.0","162,672","11,129","3,456.0","33,259",695,.,.,.,.,.,.,"24,229.0","195,931","11,824"
2012,20219,City of Wayne,A,Bundled,O,NE,Municipal,"1,784.0","18,527","1,957","2,733.0","43,057",475,.,.,.,.,.,.,"4,517.0","61,584","2,432"
2012,20222,Wayne-White Counties Elec Coop,A,Bundled,O,IL,Cooperative,"22,873.5","150,451","12,178","8,153.9","62,028","1,332","7,163.8","90,101",130,.,.,.,"38,191.2","302,580","13,640"
2012,20228,Weakley County Mun Elec Sys,A,Bundled,O,TN,Municipal,"24,099.0","254,714","16,073","13,305.0","127,314","4,327","5,983.0","66,192",11,0.0,0,0,"43,387.0","448,220","20,411"
2012,20230,Weatherford Mun Utility System,A,Bundled,O,TX,Municipal,"13,105.0","166,883","11,535","12,457.0","174,055","2,188","1,767.0","29,256",4,.,.,.,"27,329.0","370,194","13,727"
2012,20259,City of Webster City,A,Bundled,O,IA,Municipal,"3,583.0","32,211","3,845","3,331.0","33,685",567,"2,058.0","27,354",9,.,.,.,"8,972.0","93,250","4,421"
2012,20310,Town of Wellesley - (MA),A,Bundled,O,MA,Municipal,"14,682.0","104,519","8,870","11,352.0","86,082","1,159","6,429.0","51,861",4,.,.,.,"32,463.0","242,462","10,033"
2012,20310,Town of Wellesley - (MA),C,Delivery,O,MA,Municipal,.,.,.,17.0,582,1,.,.,.,.,.,.,17.0,582,1
2012,20315,City of Wellington - (KS),A,Bundled,O,KS,Municipal,"4,967.1","38,366","3,835","5,026.3","46,775",573,"2,046.8","20,022",9,.,.,.,"12,040.2","105,163","4,417"
2012,20318,Webster Electric Coop,A,Bundled,O,MO,Cooperative,"20,767.0","251,455","17,152","5,912.0","83,800",952,.,.,.,.,.,.,"26,679.0","335,255","18,104"
2012,20332,Wells Rural Electric Co,A,Bundled,O,NV,Cooperative,"4,608.0","51,949","4,299","3,987.0","55,184",862,"27,327.0","700,828",124,.,.,.,"35,922.0","807,961","5,285"
2012,20332,Wells Rural Electric Co,A,Bundled,O,UT,Cooperative,490.0,"5,383",511,878.0,"11,671",208,812.0,"14,163",5,.,.,.,"2,180.0","31,217",724
2012,20334,Wellsborough Electric Co,A,Bundled,O,PA,Investor Owned,"5,502.8","43,493","5,045","3,965.2","31,569","1,160","4,049.0","43,806",14,0.0,0,0,"13,517.0","118,868","6,219"
2012,20363,West Central Electric Coop Inc - (MO),A,Bundled,O,MO,Cooperative,"22,460.0","224,859","13,490","1,072.0","13,418",134,7.0,74,1,.,.,.,"23,539.0","238,351","13,625"
2012,20368,West Central Electric Coop Inc - (SD),A,Bundled,O,SD,Cooperative,"7,639.0","69,427","5,639","5,180.0","55,023","1,122",.,.,.,.,.,.,"12,819.0","124,450","6,761"
2012,20371,"West Florida El Coop Assn, Inc",A,Bundled,O,FL,Cooperative,"40,866.0","304,213","24,649","8,206.0","67,515","3,209","5,908.0","94,129",1,.,.,.,"54,980.0","465,857","27,859"
2012,20377,West Kentucky Rural E C C,A,Bundled,O,KY,Cooperative,"51,741.0","442,037","30,413","20,828.0","156,875","7,892","6,537.0","86,959",5,0.0,0,0,"79,106.0","685,871","38,310"
2012,20380,City of West Liberty - (IA),A,Bundled,O,IA,Municipal,"1,050.0","11,988","1,285",853.0,"11,353",239,"2,284.0","32,242",1,.,.,.,"4,187.0","55,583","1,525"
2012,20382,City of West Memphis - (AR),A,Bundled,O,AR,Municipal,"12,102.0","162,845","10,491","8,082.0","99,271","1,521","7,473.0","114,950",48,.,.,.,"27,657.0","377,066","12,060"
2012,20387,West Penn Power Company,A,Bundled,O,PA,Investor Owned,"484,888.8","5,454,487","491,053","122,595.9","1,531,071","61,183","56,644.1","1,041,247","8,376",.,.,.,"664,128.8","8,026,805","560,612"
2012,20387,West Penn Power Company,C,Delivery,O,PA,Investor Owned,"44,285.4","1,637,498","128,064","42,251.9","3,353,779","23,186","29,254.9","6,643,248","5,090",821.5,"12,642",3,"116,613.7","11,647,167","156,343"
2012,20392,City of West Plains,A,Bundled,O,MO,Municipal,"5,435.7","63,669","4,992","2,873.8","34,598",948,"6,215.5","96,531",191,.,.,.,"14,525.0","194,798","6,131"
2012,20394,City of West Point - (MS),A,Bundled,O,MS,Municipal,"3,929.0","35,774","3,216","4,738.0","41,052",684,914.0,"9,015",1,0.0,0,0,"9,581.0","85,841","3,901"
2012,20397,City of West Point - (NE),A,Bundled,O,NE,Municipal,"1,329.0","15,652","1,476",580.0,"6,452",321,"2,073.0","31,144",76,.,.,.,"3,982.0","53,248","1,873"
2012,20401,West River Electric Assn Inc,A,Bundled,O,SD,Cooperative,"18,651.0","151,758","14,040","8,718.0","79,250","1,675","1,091.0","11,373",9,0.0,0,0,"28,460.0","242,381","15,724"
2012,20413,Mountrail-Williams Elec Coop,A,Bundled,O,ND,Cooperative,"9,241.0","119,940","7,877","9,288.0","97,244","2,499","59,909.0","790,007","2,401",0.0,0,0,"78,438.0","1,007,191","12,777"
2012,20422,Whetstone Valley Elec Coop Inc,A,Bundled,O,SD,Cooperative,"5,597.2","51,856","3,079","2,125.9","25,160",279,109.0,979,32,.,.,.,"7,832.1","77,995","3,390"
2012,20434,City of Westby,A,Bundled,O,WI,Municipal,997.8,"8,375",995,"1,610.1","14,302",201,0.0,0,0,0.0,0,0,"2,607.9","22,677","1,196"
2012,20455,Western Massachusetts Elec Co,A,Bundled,O,MA,Investor Owned,"197,657.0","1,312,714","172,273","54,350.0","393,191","17,428","13,148.0","116,026",669,.,.,.,"265,155.0","1,821,931","190,370"
2012,20455,Western Massachusetts Elec Co,C,Delivery,O,MA,Investor Owned,"15,837.0","205,057","16,738","73,081.0","1,109,778","3,851","27,058.0","546,687",226,.,.,.,"115,976.0","1,861,522","20,815"
2012,20456,Twin Valleys Public Power Dist,A,Bundled,O,NE,Political Subdivision,"4,260.0","36,908","4,068","2,586.0","24,456","1,021","5,919.0","42,417","1,102",.,.,.,"12,765.0","103,781","6,191"
2012,20472,"Wharton County Elec Coop, Inc",A,Bundled,O,TX,Cooperative,"7,673.0","64,815","5,203","5,833.0","53,417",852,"6,461.0","92,824",17,.,.,.,"19,967.0","211,056","6,072"
2012,20476,Western Coop Electric Assn Inc,A,Bundled,O,KS,Cooperative,"7,029.7","63,738","7,406","26,369.1","290,068","4,108","1,436.2","12,163",442,.,.,.,"34,835.0","365,969","11,956"
2012,20477,City of Westerville - (OH),A,Bundled,O,OH,Municipal,"17,901.5","174,540","14,275","20,715.0","225,613","2,026","7,095.5","88,395",16,.,.,.,"45,712.0","488,548","16,317"
2012,20481,City of Westfield,A,Bundled,O,MA,Municipal,"16,509.0","131,328","15,747","14,969.0","114,696","1,879","14,800.0","132,328",121,.,.,.,"46,278.0","378,352","17,747"
2012,20509,Wheat Belt Public Power Dist,A,Bundled,O,NE,Political Subdivision,"4,207.4","32,821","3,200","4,220.6","39,037",722,"13,871.8","133,497",993,.,.,.,"22,299.8","205,355","4,915"
2012,20510,"Wheatland Electric Coop, Inc",A,Bundled,O,CO,Cooperative,33.0,251,36,168.0,"1,672",20,.,.,.,.,.,.,201.0,"1,923",56
2012,20510,"Wheatland Electric Coop, Inc",A,Bundled,O,KS,Cooperative,"27,466.0","220,373","23,257","30,880.0","263,931","10,880","32,607.0","355,027","1,731",0.0,0,0,"90,953.0","839,331","35,868"
2012,20521,Wheeling Power Co,A,Bundled,O,WV,Investor Owned,"42,510.0","436,183","35,134","39,438.0","463,845","5,835","88,259.0","1,599,758",268,.,.,.,"170,207.0","2,499,786","41,237"
2012,20574,White River Valley El Coop Inc,A,Bundled,O,MO,Cooperative,"50,156.0","443,328","35,997","20,547.0","213,102","6,682","3,828.0","48,633",9,.,.,.,"74,531.0","705,063","42,688"
2012,20576,"White River Electric Assn, Inc",A,Bundled,O,CO,Cooperative,"2,210.0","19,567","2,485","5,841.0","52,170",739,"59,160.0","896,311",60,.,.,.,"67,211.0","968,048","3,284"
2012,20583,Whitehall Electric Utility,A,Bundled,O,WI,Municipal,784.4,"5,714",738,"2,221.4","20,954",200,630.7,"8,974",2,0.0,0,0,"3,636.5","35,642",940
2012,20603,Northeastern Rural E M C,A,Bundled,O,IN,Cooperative,"38,074.0","338,220","24,559","14,758.0","146,780","3,704","34,608.0","840,346",8,.,.,.,"87,440.0","1,325,346","28,271"
2012,20639,"Wild Rice Electric Coop, Inc",A,Bundled,O,MN,Cooperative,"23,059.1","201,380","13,090","3,799.4","38,603",737,152.8,"2,533",1,.,.,.,"27,011.3","242,516","13,828"
2012,20659,Washington Gas Energy Services,B,Energy,O,DC,Retail Power Marketer,"6,322.0","71,134","7,079","129,249.0","1,379,159","4,133",0.0,0,0,0.0,0,0,"135,571.0","1,450,293","11,212"
2012,20659,Washington Gas Energy Services,B,Energy,O,DE,Retail Power Marketer,"6,945.0","74,569","6,674","47,323.0","617,450","3,857",0.0,0,0,0.0,0,0,"54,268.0","692,019","10,531"
2012,20659,Washington Gas Energy Services,B,Energy,O,MD,Retail Power Marketer,"108,861.0","1,259,564","101,527","516,327.0","6,721,010","45,797",0.0,0,0,0.0,0,0,"625,188.0","7,980,574","147,324"
2012,20659,Washington Gas Energy Services,B,Energy,O,PA,Retail Power Marketer,"19,781.0","235,997","22,452","48,453.0","656,957","6,661",0.0,0,0,0.0,0,0,"68,234.0","892,954","29,113"
2012,20737,Willmar Municipal Utilities,A,Bundled,O,MN,Municipal,"7,474.0","67,169","7,868","9,148.0","89,921","1,312","9,877.0","118,105",33,.,.,.,"26,499.0","275,195","9,213"
2012,20785,City of Wilson,A,Bundled,O,NC,Municipal,"53,421.0","375,550","29,312","40,094.0","305,436","4,264","44,484.0","544,493",43,.,.,.,"137,999.0","1,225,479","33,619"
2012,20789,City of Wilton,A,Bundled,O,IA,Municipal,"1,303.4","11,998","1,286",857.5,"8,387",174,388.9,"4,037",6,0.0,0,0,"2,549.8","24,422","1,466"
2012,20793,City of Winchester - (TN),A,Bundled,O,TN,Municipal,"6,303.0","63,791","4,596","6,727.0","68,041","1,138","4,554.0","50,855",6,0.0,0,0,"17,584.0","182,687","5,740"
2012,20806,City of Windom,A,Bundled,O,MN,Municipal,"1,638.7","20,111","2,052","1,341.0","16,386",369,"2,411.0","31,620",17,.,.,.,"5,390.7","68,117","2,438"
2012,20813,City of Winfield - (KS),A,Bundled,O,KS,Municipal,"7,072.0","64,821","6,050","2,993.0","31,292","1,117","14,761.0","197,537",93,.,.,.,"24,826.0","293,650","7,260"
2012,20823,Winner Municipal Utility,A,Bundled,O,SD,Municipal,"1,874.0","18,008","1,436","1,924.0","21,429",486,.,.,.,.,.,.,"3,798.0","39,437","1,922"
2012,20824,Village of Winnetka - (IL),A,Bundled,O,IL,Municipal,"10,295.5","85,446","4,462","4,550.1","42,770",566,0.0,0,0,0.0,0,0,"14,845.6","128,216","5,028"
2012,20835,City of Winterset - (IA),A,Bundled,O,IA,Municipal,"2,497.0","20,094","2,149",582.0,"5,044",283,"1,768.0","19,402",127,.,.,.,"4,847.0","44,540","2,559"
2012,20837,City of Winthrop - (MN),A,Bundled,O,MN,Municipal,616.0,"5,683",674,183.0,"1,769",100,765.0,"7,332",19,.,.,.,"1,564.0","14,784",793
2012,20841,"Wiregrass Electric Coop, Inc",A,Bundled,O,AL,Cooperative,"36,791.0","286,913","20,755","7,501.0","60,206","2,316",397.0,"4,735",1,.,.,.,"44,689.0","351,854","23,072"
2012,20845,Wolverine Power Marketing Coop,B,Energy,O,MI,Cooperative,0.0,0,0,"9,865.4","164,564",5,"56,771.9","999,598",17,0.0,0,0,"66,637.3","1,164,162",22
2012,20847,Wisconsin Electric Power Co,A,Bundled,O,MI,Investor Owned,"26,534.3","162,799","24,460","21,733.7","154,565","3,094","137,796.4","2,232,172",10,.,.,.,"186,064.4","2,549,536","27,564"
2012,20847,Wisconsin Electric Power Co,A,Bundled,O,WI,Investor Owned,"1,137,397.3","8,154,909","982,179","1,014,978.3","8,860,259","113,363","606,553.3","7,478,500",678,.,.,.,"2,758,928.9","24,493,668","1,096,220"
2012,20856,Wisconsin Power & Light Co,A,Bundled,O,WI,Investor Owned,"445,918.0","3,538,287","400,248","252,661.0","2,372,470","58,179","333,819.0","4,438,604",980,.,.,.,"1,032,398.0","10,349,361","459,407"
2012,20860,Wisconsin Public Service Corp,A,Bundled,O,MI,Investor Owned,"6,648.5","65,761","8,011","2,752.0","26,889",911,"11,421.4","192,798",43,.,.,.,"20,821.9","285,448","8,965"
2012,20860,Wisconsin Public Service Corp,A,Bundled,O,WI,Investor Owned,"355,550.8","2,778,212","379,550","368,450.0","3,926,431","54,384","237,049.5","3,891,502",218,.,.,.,"961,050.3","10,596,145","434,152"
2012,20862,Wisconsin Rapids W W & L Comm,A,Bundled,O,WI,Municipal,"10,503.4","99,712","11,758","12,841.8","129,044","2,055","3,339.7","40,923",5,.,.,.,"26,684.9","269,679","13,818"
2012,20885,Withlacoochee River Elec Coop,A,Bundled,O,FL,Cooperative,"298,698.0","2,471,821","182,065","90,670.0","918,748","19,078","16,355.0","179,551",43,.,.,.,"405,723.0","3,570,120","201,186"
2012,20913,Town of Wolfeboro,A,Bundled,O,NH,Municipal,"5,359.0","32,361","4,559","2,465.4","14,799","1,016","3,012.0","19,768",19,.,.,.,"10,836.4","66,928","5,594"
2012,20927,"Wood County Electric Coop, Inc",A,Bundled,O,TX,Cooperative,"42,410.0","389,094","29,361","19,582.0","216,246","4,314",.,.,.,.,.,.,"61,992.0","605,340","33,675"
2012,20948,Wise Electric Coop Inc,A,Bundled,O,TX,Cooperative,"26,580.0","254,745","14,998","26,548.0","387,015","5,506",.,.,.,.,.,.,"53,128.0","641,760","20,504"
2012,20951,Woodbury County Rural E C A,A,Bundled,O,IA,Cooperative,"6,794.9","50,986","3,129","1,747.2","18,108",69,.,.,.,.,.,.,"8,542.1","69,094","3,198"
2012,20963,Woodruff Electric Coop Corp,A,Bundled,O,AR,Cooperative,"17,466.0","181,510","12,964","10,458.0","134,321",916,"13,298.0","100,581","5,499",.,.,.,"41,222.0","416,412","19,379"
2012,20996,Wright-Hennepin Coop Elec Assn,A,Bundled,O,MN,Cooperative,"55,276.0","524,417","42,397","24,219.0","287,803","5,167","5,278.0","68,632",72,0.0,0,0,"84,773.0","880,852","47,636"
2012,20997,Yellowstone Valley Elec Co-op,A,Bundled,O,MT,Cooperative,"23,304.0","185,958","15,863","6,080.0","52,012","1,444",978.0,"8,869",187,.,.,.,"30,362.0","246,839","17,494"
2012,21002,York Electric Coop Inc,A,Bundled,O,SC,Cooperative,"65,526.0","573,547","41,211","17,241.0","159,991","3,457","5,222.0","60,504",20,.,.,.,"87,989.0","794,042","44,688"
2012,21013,City of Worthington,A,Bundled,O,MN,Municipal,"3,531.5","36,442","4,475","5,744.3","68,305",832,"7,633.1","112,185",7,.,.,.,"16,908.9","216,932","5,314"
2012,21015,City of Wrangell - (AK),A,Bundled,O,AK,Municipal,"1,604.0","15,273","1,170","2,132.0","19,919",778,.,.,.,.,.,.,"3,736.0","35,192","1,948"
2012,21048,Wyandotte Municipal Serv Comm,A,Bundled,O,MI,Municipal,"11,694.0","82,306","11,313","3,260.0","21,145",984,"20,818.0","196,334",108,.,.,.,"35,772.0","299,785","12,405"
2012,21075,Y-W Electric Assn Inc,A,Bundled,O,CO,Cooperative,"5,922.0","48,407","5,007","4,744.0","55,229","1,373","30,062.0","289,339","2,466",.,.,.,"40,728.0","392,975","8,846"
2012,21075,Y-W Electric Assn Inc,A,Bundled,O,NE,Cooperative,.,.,.,.,.,.,870.0,"7,602",72,.,.,.,870.0,"7,602",72
2012,21079,Wyrulec Company,A,Bundled,O,NE,Cooperative,377.2,"2,597",290,"2,672.1","29,194",209,.,.,.,.,.,.,"3,049.3","31,791",499
2012,21079,Wyrulec Company,A,Bundled,O,WY,Cooperative,"4,226.4","28,697","3,156","7,712.3","70,549","1,188",107.5,905,1,.,.,.,"12,046.2","100,151","4,345"
2012,21081,Yampa Valley Electric Assn Inc,A,Bundled,O,CO,Cooperative,"21,062.7","206,633","21,094","19,342.5","183,515","4,452","15,398.0","165,708",17,.,.,.,"55,803.2","555,856","25,563"
2012,21081,Yampa Valley Electric Assn Inc,A,Bundled,O,WY,Cooperative,550.3,"5,307",576,553.5,"5,213",211,0.0,0,0,.,.,.,"1,103.8","10,520",787
2012,21093,3 Phases Renewables,B,Energy,O,CA,Retail Power Marketer,63.7,"1,096",115,"3,311.6","76,166",198,"3,893.2","71,558",41,0.0,0,0,"7,268.5","148,820",354
2012,21095,Public Serv Comm of Yazoo City,A,Bundled,O,MS,Political Subdivision,"5,017.3","57,631","4,567","3,787.3","41,396",704,.,.,.,.,.,.,"8,804.6","99,027","5,271"
2012,21101,Village of Yellow Springs,A,Bundled,O,OH,Municipal,"1,488.0","14,457","1,873",624.0,"6,508",215,723.0,"10,478",14,.,.,.,"2,835.0","31,443","2,102"
2012,21111,Perennial Public Power Dist,A,Bundled,O,NE,Political Subdivision,"7,871.9","81,286","4,156","2,427.0","21,872","1,058","17,154.6","225,373","2,119",.,.,.,"27,453.5","328,531","7,333"
