Utility Charateristics,,,,,,,,RESIDENTIAL,,,COMMERCIAL,,,INDUSTRIAL,,,TRANSPORTATION,,,TOTAL,,
,,,,,,,,Revenues,Sales,Customers,Revenues,Sales,Customers,Revenues,Sales,Customers,Revenues,Sales,Customers,Revenues,Sales,Customers
Data Year,Utility Number,Utility Name,Part,SERVICE_TYPE,"Data Type
O = Observed
I = Imputed",State,Ownership,Thousands Dollars,Megawatthours,Count,Thousands Dollars,Megawatthours,Count,Thousands Dollars,Megawatthours,Count,Thousands Dollars,Megawatthours,Count,Thousands Dollars,Megawatthours,Count
2012,15086,Pioneer Power and Light Co,A,Bundled,O,WI,Investor Owned,"1,482.0","11,316","1,985",421.0,"3,103",166,326.0,"2,945",23,0.0,0,0,"2,229.0","17,364","2,174"
2012,15095,City of Piqua - (OH),A,Bundled,O,OH,Municipal,"8,368.0","88,836","9,559","7,657.0","100,435","1,117","7,387.0","119,613",24,.,.,.,"23,412.0","308,884","10,700"
2012,15138,"Platte-Clay Electric Coop, Inc",A,Bundled,O,MO,Cooperative,"32,669.0","313,150","19,875","5,921.0","58,072","2,554","13,637.0","175,851",7,.,.,.,"52,227.0","547,073","22,436"
2012,15141,Plateau Electric Cooperative,A,Bundled,O,TN,Cooperative,"17,590.0","155,616","13,750","12,431.0","104,383","3,359","3,658.0","35,061",4,0.0,0,0,"33,679.0","295,060","17,113"
2012,15145,City of Plattsburgh - (NY),A,Bundled,O,NY,Municipal,"6,467.1","148,371","8,557","4,784.7","114,750","1,607","4,456.7","170,449",5,.,.,.,"15,708.5","433,570","10,169"
2012,15159,City of Plymouth - (WI),A,Bundled,O,WI,Municipal,"7,165.9","62,241","6,862","8,310.0","83,706","1,047","8,226.7","101,012",8,0.0,0,0,"23,702.6","246,959","7,917"
2012,15175,Pointe Coupee Elec Member Corp,A,Bundled,O,LA,Cooperative,"10,992.0","118,804","8,127","4,995.0","51,952","2,266","3,719.0","58,248",8,0.0,0,0,"19,706.0","229,004","10,401"
2012,15188,Polk County Rural Pub Pwr Dist,A,Bundled,O,NE,Political Subdivision,"4,645.0","39,340","2,855","2,345.1","20,701",524,"5,390.4","42,704","1,204",.,.,.,"12,380.5","102,745","4,583"
2012,15202,City of Ponca City - (OK),A,Bundled,O,OK,Municipal,"17,745.0","159,709","14,823","11,624.0","117,796","2,033","6,036.0","74,125",18,0.0,0,0,"35,405.0","351,630","16,874"
2012,15211,Pontotoc Electric Power Assn,A,Bundled,O,MS,Cooperative,"23,951.0","223,056","14,870","14,790.0","127,097","3,582","4,275.0","50,931",5,0.0,0,0,"43,016.0","401,084","18,457"
2012,15229,City of Poplar Bluff - (MO),A,Bundled,O,MO,Municipal,"9,078.7","120,114","7,837","11,563.0","147,877","1,732","6,157.1","90,152",22,.,.,.,"26,798.8","358,143","9,591"
2012,15231,City of Port Angeles - (WA),A,Bundled,O,WA,Municipal,"9,617.0","133,310","9,562","7,133.0","112,336","1,960","16,444.0","476,055",5,.,.,.,"33,194.0","721,701","11,527"
2012,15248,Portland General Electric Co,A,Bundled,O,OR,Investor Owned,"804,945.0","7,505,404","723,440","601,992.0","6,883,172","100,187","216,166.0","3,547,693","3,339",714.0,"8,166",3,"1,623,817.0","17,944,435","826,969"
2012,15248,Portland General Electric Co,C,Delivery,O,OR,Investor Owned,0.0,0,0,"16,504.0","438,470",452,"16,771.0","808,238",46,0.0,0,0,"33,275.0","1,246,708",498
2012,15257,"Poudre Valley R  E  A, Inc",A,Bundled,O,CO,Cooperative,"40,663.0","362,956","31,917","25,244.1","236,488","3,849","30,432.9","430,228",666,.,.,.,"96,340.0","1,029,672","36,432"
2012,15263,The Potomac Edison Company,A,Bundled,O,MD,Investor Owned,"285,504.7","2,787,798","199,736","63,520.1","666,144","18,755","18,221.1","259,499","1,685",0.0,0,0,"367,245.9","3,713,441","220,176"
2012,15263,The Potomac Edison Company,A,Bundled,O,WV,Investor Owned,"164,289.7","1,698,010","116,936","70,171.7","845,054","16,923","52,003.8","803,263","2,017",0.0,0,0,"286,465.2","3,346,327","135,876"
2012,15263,The Potomac Edison Company,C,Delivery,O,MD,Investor Owned,"12,516.8","347,817","22,328","34,249.7","1,410,592","9,586","19,584.0","1,335,855","1,218",0.0,0,0,"66,350.5","3,094,264","33,132"
2012,15270,Potomac Electric Power Co,A,Bundled,O,DC,Investor Owned,"210,327.6","1,717,496","205,880","136,502.1","1,091,234","17,679",.,.,.,.,.,.,"346,829.7","2,808,730","223,559"
2012,15270,Potomac Electric Power Co,A,Bundled,O,MD,Investor Owned,"583,994.4","4,374,267","378,132","161,135.7","1,576,541","26,765",640.1,"9,238",3,.,.,.,"745,770.2","5,960,046","404,900"
2012,15270,Potomac Electric Power Co,C,Delivery,O,DC,Investor Owned,"9,594.1","285,031","25,670","280,752.5","7,622,103","8,868","2,928.9","218,376",1,"9,856.0","324,605",1,"303,131.5","8,450,115","34,540"
2012,15270,Potomac Electric Power Co,C,Delivery,O,MD,Investor Owned,"63,270.6","1,364,905","107,828","236,951.1","6,790,610","20,877","7,634.7","384,029",9,"5,609.1","247,170",2,"313,465.5","8,786,714","128,716"
2012,15291,Prairie Energy Coop,A,Bundled,O,IA,Cooperative,"6,635.5","56,639","3,725","4,289.2","46,980",531,"10,749.9","154,974",16,.,.,.,"21,674.6","258,593","4,272"
2012,15293,Powell Valley Electric Coop,A,Bundled,O,TN,Cooperative,"24,347.0","235,449","18,796","12,064.0","105,414","3,771","4,343.0","45,859",6,0.0,0,0,"40,754.0","386,722","22,573"
2012,15293,Powell Valley Electric Coop,A,Bundled,O,VA,Cooperative,"9,152.0","89,104","6,662","2,838.0","24,710","1,457","2,440.0","25,479",3,0.0,0,0,"14,430.0","139,293","8,122"
2012,15296,New York Power Authority,B,Energy,O,NY,State,.,.,.,"659,503.0","7,540,973",166,"152,693.0","5,567,475",142,"252,732.0","2,743,693",3,"1,064,928.0","15,852,141",311
2012,15308,Plumas-Sierra Rural Elec Coop,A,Bundled,O,CA,Cooperative,"9,970.0","55,779","6,558","2,677.0","15,743",730,"10,412.0","75,420",97,.,.,.,"23,059.0","146,942","7,385"
2012,15308,Plumas-Sierra Rural Elec Coop,A,Bundled,O,NV,Cooperative,685.0,"3,979",370,12.0,65,6,19.0,157,1,.,.,.,716.0,"4,201",377
2012,15311,Prague Public Works Authority,A,Bundled,O,OK,Municipal,"1,357.4","14,061","1,070",476.9,"4,808",161,73.5,"1,039",1,.,.,.,"1,907.8","19,908","1,232"
2012,15312,Village of Prairie Du Sac,A,Bundled,O,WI,Municipal,"1,673.7","14,248","1,764","1,758.5","16,088",268,"1,417.0","14,089",1,0.0,0,0,"4,849.2","44,425","2,033"
2012,15321,City of Pratt- (KS),A,Bundled,O,KS,Municipal,"3,969.8","31,641","3,193","4,081.3","34,271",656,610.9,"6,734",10,.,.,.,"8,662.0","72,646","3,859"
2012,15334,Prentiss County Elec Pwr Assn,A,Bundled,O,MS,Cooperative,"14,375.0","155,823","10,823","10,191.0","100,369","2,960","7,736.0","90,223",11,0.0,0,0,"32,302.0","346,415","13,794"
2012,15340,Presque Isle Elec & Gas Coop,A,Bundled,O,MI,Cooperative,"25,257.0","161,850","30,878","5,857.0","52,724","1,815","2,107.0","17,971",497,.,.,.,"33,221.0","232,545","33,190"
2012,15343,Portside Energy Corp,A,Bundled,O,IN,Unregulated,.,.,.,.,.,.,686.0,"288,491",1,.,.,.,686.0,"288,491",1
2012,15344,Polk-Burnett Electric Coop,A,Bundled,O,WI,Cooperative,"26,430.0","169,114","18,543","5,179.0","45,855","1,344",23.0,160,5,0.0,0,0,"31,632.0","215,129","19,892"
2012,15349,City of Preston,A,Bundled,O,IA,Municipal,556.5,"3,979",438,556.9,"3,992",126,0.0,0,0,0.0,0,0,"1,113.4","7,971",564
2012,15356,Price Electric Coop Inc,A,Bundled,O,WI,Cooperative,"10,038.0","54,550","8,675","1,256.0","10,288",300,.,.,.,.,.,.,"11,294.0","64,838","8,975"
2012,15386,City of Princeton - (KY),A,Bundled,O,KY,Municipal,"3,919.0","35,977","3,042","1,374.0","10,493",782,"7,027.0","64,454",76,.,.,.,"12,320.0","110,924","3,900"
2012,15387,Princeton Public Utils Comm,A,Bundled,O,MN,Municipal,"2,424.0","15,811","2,251",812.0,"5,597",307,"3,129.0","28,172",41,.,.,.,"6,365.0","49,580","2,599"
2012,15388,City of Princeton - (IL),A,Bundled,O,IL,Municipal,"3,299.0","31,368","3,758","1,859.0","15,948",700,"4,427.0","52,386",58,.,.,.,"9,585.0","99,702","4,516"
2012,15410,Prince George Electric Coop,A,Bundled,O,VA,Cooperative,"18,749.8","154,632","10,127","3,903.8","32,637","1,155","10,267.5","107,504",105,.,.,.,"32,921.1","294,773","11,387"
2012,15419,PUD No 3 of Mason County,A,Bundled,O,WA,Political Subdivision,"32,336.2","425,976","30,001","12,847.8","185,203","2,247","2,468.1","52,358",1,.,.,.,"47,652.1","663,537","32,249"
2012,15444,Provo City Corp,A,Bundled,O,UT,Municipal,"23,665.0","244,041","31,204","32,361.0","398,189","4,236","7,663.0","137,512",1,0.0,0,0,"63,689.0","779,742","35,441"
2012,15462,City of Pryor - (OK),A,Bundled,O,OK,Municipal,"3,641.0","43,802","3,830","4,279.0","53,257",958,0.0,0,0,0.0,0,0,"7,920.0","97,059","4,788"
2012,15466,Public Service Co of Colorado,A,Bundled,O,CO,Investor Owned,"1,015,497.0","9,192,981","1,171,433","1,181,453.0","12,891,960","208,884","401,481.0","6,648,621",328,"5,083.0","52,471",1,"2,603,514.0","28,786,033","1,380,646"
2012,15470,Duke Energy Indiana Inc,A,Bundled,O,IN,Investor Owned,"919,657.0","8,934,854","683,335","712,265.0","8,394,957","101,553","696,416.0","10,452,014","2,734",.,.,.,"2,328,338.0","27,781,825","787,622"
2012,15472,Public Service Co of NH,A,Bundled,O,NH,Investor Owned,"503,700.0","3,030,181","412,264","220,623.0","1,391,043","59,690","37,972.0","179,766","2,302",0.0,0,0,"762,295.0","4,600,990","474,256"
2012,15472,Public Service Co of NH,C,Delivery,O,NH,Investor Owned,"7,336.0","107,360","11,343","98,640.0","1,946,794","13,747","44,169.0","1,165,687",702,0.0,0,0,"150,145.0","3,219,841","25,792"
2012,15473,Public Service Co of NM,A,Bundled,O,NM,Investor Owned,"409,005.0","3,323,544","449,652","438,827.0","4,301,354","55,664","103,991.0","1,771,316",254,.,.,.,"951,823.0","9,396,214","505,570"
2012,15474,Public Service Co of Oklahoma,A,Bundled,O,OK,Investor Owned,"512,372.0","6,393,316","459,941","402,019.0","6,503,865","68,544","209,446.0","5,066,381","6,463",.,.,.,"1,123,837.0","17,963,562","534,948"
2012,15477,Public Service Elec & Gas Co,A,Bundled,O,NJ,Investor Owned,"1,930,231.0","11,765,326","1,663,532","982,596.0","7,489,474","219,799","33,308.0","664,234","6,782","2,404.0","24,387",1,"2,948,539.0","19,943,421","1,890,114"
2012,15477,Public Service Elec & Gas Co,C,Delivery,O,NJ,Investor Owned,"85,634.0","1,778,413","208,169","764,888.0","16,182,311","63,861","166,913.0","3,556,916","2,437","6,221.0","180,383",4,"1,023,656.0","21,698,023","274,471"
2012,15500,Puget Sound Energy Inc,A,Bundled,O,WA,Investor Owned,"1,126,311.4","10,869,292","961,914","865,883.9","9,081,941","123,756","107,591.0","1,183,241","3,600",307.1,"3,694",1,"2,100,093.4","21,138,168","1,089,271"
2012,15500,Puget Sound Energy Inc,C,Delivery,O,WA,Investor Owned,.,.,.,591.0,"76,180",1,"9,145.3","1,904,693",15,.,.,.,"9,736.3","1,980,873",16
2012,15507,City of Pulaski - (TN),A,Bundled,O,TN,Municipal,"18,265.0","164,450","11,640","13,142.0","118,005","2,501","10,975.0","137,022",8,0.0,0,0,"42,382.0","419,477","14,149"
2012,15541,Borough of Quakertown - (PA),A,Bundled,O,PA,Municipal,"5,584.0","35,174","3,716","3,398.0","17,114",587,"3,927.0","39,002",85,.,.,.,"12,909.0","91,290","4,388"
2012,15566,City of Quincy - (FL),A,Bundled,O,FL,Municipal,"4,702.0","45,369","3,999","5,423.1","61,095",946,"1,518.8","17,896",1,.,.,.,"11,643.9","124,360","4,946"
2012,15597,Riceland Foods Inc.,A,Bundled,O,AR,Unregulated,.,.,.,.,.,.,"1,735.0","33,463",1,.,.,.,"1,735.0","33,463",1
2012,15619,City of Radford - (VA),A,Bundled,O,VA,Municipal,"8,463.0","69,339","6,458","3,836.0","32,970",831,"14,531.0","148,638",33,0.0,0,0,"26,830.0","250,947","7,322"
2012,15621,"Radiant Electric Coop, Inc",A,Bundled,O,KS,Cooperative,"4,824.0","33,588","2,936","5,576.0","41,399","2,809",424.0,"6,468",1,.,.,.,"10,824.0","81,455","5,746"
2012,15671,Randolph Electric Member Corp,A,Bundled,O,NC,Cooperative,"46,022.0","355,471","29,154","10,876.0","102,278","2,062","1,245.0","14,320",5,.,.,.,"58,143.0","472,069","31,221"
2012,15672,Ralls County Electric Coop,A,Bundled,O,MO,Cooperative,"8,532.0","63,370","5,380","2,193.0","20,399",740,559.0,"8,800",1,.,.,.,"11,284.0","92,569","6,121"
2012,15686,Village of Rantoul - (IL),A,Bundled,O,IL,Municipal,"5,294.0","56,553","5,447","1,129.0","10,488",432,"5,257.0","78,751",73,.,.,.,"11,680.0","145,792","5,952"
2012,15700,Rayle Electric Membership Corp,A,Bundled,O,GA,Cooperative,"24,734.0","188,110","15,773","6,336.0","47,019","2,457",736.0,"6,926",6,.,.,.,"31,806.0","242,055","18,236"
2012,15746,Red River Valley Rrl Elec Assn,A,Bundled,O,OK,Cooperative,"16,743.0","164,528","13,569","5,355.0","51,041","1,502","6,392.0","125,329",7,.,.,.,"28,490.0","340,898","15,078"
2012,15748,Town of Reading - (MA),A,Bundled,O,MA,Municipal,"32,130.0","251,735","25,759","3,119.0","27,549",547,"43,457.0","408,585","2,865",0.0,0,0,"78,706.0","687,869","29,171"
2012,15750,Redwood Electric Coop,A,Bundled,O,MN,Cooperative,"5,058.0","42,352","2,258",.,.,.,"3,833.0","44,849",197,.,.,.,"8,891.0","87,201","2,455"
2012,15776,Reedy Creek Improvement Dist,A,Bundled,O,FL,Municipal,17.0,148,9,"120,519.0","1,130,696","1,309",.,.,.,.,.,.,"120,536.0","1,130,844","1,318"
2012,15783,City of Redding - (CA),A,Bundled,O,CA,Municipal,"53,655.0","376,125","37,048","54,696.0","380,297","5,936","2,126.0","13,826",334,.,.,.,"110,477.0","770,248","43,318"
2012,15793,Redwood Falls Public Util Comm,A,Bundled,O,MN,Municipal,"2,459.8","27,524","2,292","1,571.0","19,442",505,"1,378.4","20,311",55,.,.,.,"5,409.2","67,277","2,852"
2012,15804,Reedsburg Utility Comm,A,Bundled,O,WI,Municipal,"4,403.1","37,306","4,226","6,640.5","63,971",701,"12,735.9","155,373",8,0.0,0,0,"23,779.5","256,650","4,935"
2012,15811,"Rich Mountain Elec Coop, Inc",A,Bundled,O,AR,Cooperative,"10,539.0","108,460","7,742","1,007.0","11,659",398,.,.,.,.,.,.,"11,546.0","120,119","8,140"
2012,15811,"Rich Mountain Elec Coop, Inc",A,Bundled,O,OK,Cooperative,477.0,"5,321",477,29.0,337,17,.,.,.,.,.,.,506.0,"5,658",494
2012,15845,Renville-Sibley Coop Pwr Assn,A,Bundled,O,MN,Cooperative,"3,616.4","34,318","1,676","1,920.2","21,222",227,"5,769.5","102,553",17,.,.,.,"11,306.1","158,093","1,920"
2012,15846,City of Remsen - (IA),A,Bundled,O,IA,Municipal,615.0,"8,608",691,188.0,"2,443",156,397.0,"5,232",61,.,.,.,"1,200.0","16,283",908
2012,15847,Reliant Energy Retail Services,D,Bundled,O,TX,Retail Power Marketer,"2,275,811.6","18,327,046","1,286,413","471,774.3","3,643,983","92,608","1,238,092.5","19,541,278","1,873",0.0,0,0,"3,985,678.4","41,512,307","1,380,894"
2012,15860,City of Rensselaer - (IN),A,Bundled,O,IN,Municipal,"2,310.0","24,032","2,627","1,817.0","18,633",551,"5,819.0","65,078",34,.,.,.,"9,946.0","107,743","3,212"
2012,15871,"Direct Energy, LP",D,Bundled,O,TX,Retail Power Marketer,"403,806.0","3,438,055","297,449","41,268.0","382,006","3,583",.,.,.,.,.,.,"445,074.0","3,820,061","301,032"
2012,15938,Rice Lake Utilities,A,Bundled,O,WI,Municipal,"3,820.0","40,057","4,488","1,714.0","18,817",952,"7,813.0","96,589",159,.,.,.,"13,347.0","155,463","5,599"
2012,15978,City of Richland Center - (WI),A,Bundled,O,WI,Municipal,"2,009.1","17,654","2,407","4,258.5","45,206",518,"4,066.6","49,769",4,0.0,0,0,"10,334.2","112,629","2,929"
2012,15979,City of Richland - (WA),A,Bundled,O,WA,Municipal,"22,913.0","330,864","22,846","16,527.0","346,643","2,870","6,912.0","170,011",11,.,.,.,"46,352.0","847,518","25,727"
2012,15989,City of Richmond - (IN),A,Bundled,O,IN,Municipal,"18,628.1","189,254","15,961","18,807.1","214,769","5,054","33,202.0","438,276",109,.,.,.,"70,637.2","842,299","21,124"
2012,16057,"Rio Grande Electric Coop, Inc",A,Bundled,O,NM,Cooperative,281.0,"1,514",239,59.0,302,53,59.0,487,16,.,.,.,399.0,"2,303",308
2012,16057,"Rio Grande Electric Coop, Inc",A,Bundled,O,TX,Cooperative,"13,525.0","82,867","7,850","12,676.0","90,257","4,067","5,632.0","51,312",421,.,.,.,"31,833.0","224,436","12,338"
2012,16060,Riverland Energy Cooperative,A,Bundled,O,WI,Cooperative,"29,448.0","211,238","15,737","5,213.3","54,339","1,215",.,.,.,.,.,.,"34,661.3","265,577","16,952"
2012,16063,"Rita Blanca Electric Coop, Inc",A,Bundled,O,TX,Cooperative,"2,753.4","30,348","2,630","25,776.5","343,373","4,469",0.0,0,0,.,.,.,"28,529.9","373,721","7,099"
2012,16082,City of River Falls,A,Bundled,O,WI,Municipal,"5,355.4","43,259","5,396","6,261.8","58,156",709,"1,368.9","14,753",2,0.0,0,0,"12,986.1","116,168","6,107"
2012,16088,City of Riverside - (CA),A,Bundled,O,CA,Municipal,"116,151.0","722,504","96,064","72,311.0","450,590","10,450","109,885.0","998,862",848,.,.,.,"298,347.0","2,171,956","107,362"
2012,16101,Roanoke Electric Member Corp,A,Bundled,O,NC,Cooperative,"22,928.8","177,124","12,462","7,377.7","63,009","2,129","1,615.9","18,561",5,.,.,.,"31,922.4","258,694","14,596"
2012,16146,"Navasota Valley Elec Coop, Inc",A,Bundled,O,TX,Cooperative,"18,761.4","186,939","16,947","7,404.3","87,634","1,554","8,015.9","157,144",24,.,.,.,"34,181.6","431,717","18,525"
2012,16164,Roosevelt Public Power Dist,A,Bundled,O,NE,Political Subdivision,"3,455.0","30,012","2,075",615.0,"4,848",514,"2,782.0","26,996",586,.,.,.,"6,852.0","61,856","3,175"
2012,16177,"Robison Energy, LLC",B,Energy,O,NY,Retail Power Marketer,"3,100.0","35,543","2,071",710.0,"8,270",86,0.0,0,0,0.0,0,0,"3,810.0","43,813","2,157"
2012,16179,Rochelle Municipal Utilities,A,Bundled,O,IL,Municipal,"5,111.0","50,813","6,215","5,037.0","46,891","1,053","15,008.3","209,981",31,.,.,.,"25,156.3","307,685","7,299"
2012,16181,Rochester Public Utilities,A,Bundled,O,MN,Municipal,"41,924.2","342,986","45,014","64,908.8","650,892","4,713","19,405.8","236,565",2,.,.,.,"126,238.8","1,230,443","49,729"
2012,16183,Rochester Gas & Electric Corp,A,Bundled,O,NY,Investor Owned,"235,207.0","1,926,700","245,761","67,472.0","575,652","20,516","10,401.0","111,154",333,0.0,0,0,"313,080.0","2,613,506","266,610"
2012,16183,Rochester Gas & Electric Corp,C,Delivery,O,NY,Investor Owned,"53,142.0","761,667","82,820","137,516.0","2,606,953","19,047","49,346.0","1,249,025",587,0.0,0,0,"240,004.0","4,617,645","102,454"
2012,16195,City of Rock Hill - (SC),A,Bundled,O,SC,Municipal,"34,520.0","338,012","30,012","37,951.0","386,136","3,497","4,867.0","55,981",11,.,.,.,"77,338.0","780,129","33,520"
2012,16196,Rock Energy Cooperative,A,Bundled,O,IL,Cooperative,"10,279.0","87,941","9,041","7,721.0","79,152","1,042","4,412.0","53,525",15,.,.,.,"22,412.0","220,618","10,098"
2012,16196,Rock Energy Cooperative,A,Bundled,O,WI,Cooperative,"8,918.0","78,476","6,576","2,490.0","26,199",440,"8,324.0","170,805",70,.,.,.,"19,732.0","275,480","7,086"
2012,16206,Rock Rapids Municipal Utility,A,Bundled,O,IA,Municipal,"1,136.0","12,933","1,093",907.0,"13,593",241,129.0,"1,247",8,.,.,.,"2,172.0","27,773","1,342"
2012,16213,Rockland Electric Co,A,Bundled,O,NJ,Investor Owned,"110,327.6","667,144","58,044","49,087.4","315,622","7,358","1,098.3","8,612",13,0.0,0,0,"160,513.3","991,378","65,415"
2012,16213,Rockland Electric Co,C,Delivery,O,NJ,Investor Owned,"4,313.5","77,656","5,363","24,887.9","556,703","1,750",936.8,"14,069",17,0.0,0,0,"30,138.2","648,428","7,130"
2012,16217,Village of Rockville Centre,A,Bundled,O,NY,Municipal,"10,647.0","97,349","9,813","11,719.0","114,665",984,.,.,.,.,.,.,"22,366.0","212,014","10,797"
2012,16223,City of Rockwood,A,Bundled,O,TN,Municipal,"18,176.0","167,874","11,561","10,946.0","95,624","2,863","4,878.0","65,535",5,0.0,0,0,"34,000.0","329,033","14,429"
2012,16226,City of Rocky Mount - (NC),A,Bundled,O,NC,Municipal,"40,177.0","283,984","23,466","36,064.0","274,697","3,663","11,914.0","132,171",38,.,.,.,"88,155.0","690,852","27,167"
2012,16259,City of Rolla - (MO),A,Bundled,O,MO,Municipal,"9,608.0","95,262","7,682","3,177.0","34,922","1,414","12,550.0","142,284",212,.,.,.,"25,335.0","272,468","9,308"
2012,16267,Rolling Hills Electric Coop,A,Bundled,O,KS,Cooperative,"11,578.0","73,572","8,943","6,735.0","52,889","1,611","1,558.0","6,978",477,.,.,.,"19,871.0","133,439","11,031"
2012,16284,"Roseau Electric Coop, Inc",A,Bundled,O,MN,Cooperative,"12,288.7","109,196","6,035","2,059.0","17,694",304,"2,367.0","39,506",3,.,.,.,"16,714.7","166,396","6,342"
2012,16286,Rosebud Electric Coop Inc,A,Bundled,O,SD,Cooperative,"5,497.0","58,558","4,620","1,664.0","19,601",722,54.0,642,15,0.0,0,0,"7,215.0","78,801","5,357"
2012,16295,City of Roseville - (CA),A,Bundled,O,CA,Municipal,"66,363.0","444,345","47,994","58,868.0","445,115","6,536","30,122.0","308,364",30,.,.,.,"155,353.0","1,197,824","54,560"
2012,16325,Village of Rouses Point,A,Bundled,O,NY,Municipal,736.9,"23,877","1,152",275.6,"6,519",149,"2,084.7","71,871",5,.,.,.,"3,097.2","102,267","1,306"
2012,16368,Runestone Electric Assn,A,Bundled,O,MN,Cooperative,"19,521.8","175,134","12,793","2,263.8","19,974",714,"1,603.4","16,921",226,.,.,.,"23,389.0","212,029","13,733"
2012,16382,"Rural Electric Coop, Inc",A,Bundled,O,OK,Cooperative,"11,807.0","110,729","8,213","11,280.0","111,879","2,641","5,750.0","117,304",9,.,.,.,"28,837.0","339,912","10,863"
2012,16416,City of Rupert - (ID),A,Bundled,O,ID,Municipal,"1,948.0","36,354","2,380",940.0,"24,800",232,479.0,"11,920",1,.,.,.,"3,367.0","73,074","2,613"
2012,16420,Rural Electric Conven Coop,A,Bundled,O,IL,Cooperative,"11,677.1","80,815","5,423","1,701.0","13,046",336,921.0,"8,833",5,.,.,.,"14,299.1","102,694","5,764"
2012,16440,City of Russell - (KS),A,Bundled,O,KS,Municipal,"2,246.0","23,753","2,359","1,703.0","18,090",744,"4,505.0","65,651",261,.,.,.,"8,454.0","107,494","3,364"
2012,16458,City of Russellville - (AL),A,Bundled,O,AL,Municipal,"5,136.0","50,237","3,908","6,706.0","64,236","1,117","1,105.0","13,546",1,0.0,0,0,"12,947.0","128,019","5,026"
2012,16459,City of Russellville - (KY),A,Bundled,O,KY,Municipal,"3,560.0","36,088","3,187","3,675.0","35,169",828,"5,012.0","56,253",8,0.0,0,0,"12,247.0","127,510","4,023"
2012,16461,"Rusk County Electric Coop, Inc",A,Bundled,O,TX,Cooperative,"29,580.6","271,928","18,913","10,601.6","105,265","2,630","11,743.7","218,434",26,.,.,.,"51,925.9","595,627","21,569"
2012,16463,City of Ruston - (LA),A,Bundled,O,LA,Municipal,"2,994.0","101,848","8,589","3,737.0","152,538","1,342",224.1,"3,528",14,.,.,.,"6,955.1","257,914","9,945"
2012,16496,Rutherford Elec Member Corp,A,Bundled,O,NC,Cooperative,"95,282.7","852,068","62,361","15,193.7","134,572","5,004","13,656.5","173,366",38,0.0,0,0,"124,132.9","1,160,006","67,403"
2012,16511,Sac-Osage Electric Coop Inc,A,Bundled,O,MO,Cooperative,"14,432.0","121,238","10,122","1,205.9","12,438",621,26.5,315,6,.,.,.,"15,664.4","133,991","10,749"
2012,16518,City of Sabetha - (KS),A,Bundled,O,KS,Municipal,"1,589.0","14,729","1,547",589.0,"4,949",549,"2,732.0","27,774",93,.,.,.,"4,910.0","47,452","2,189"
2012,16534,Sacramento Municipal Util Dist,A,Bundled,O,CA,Political Subdivision,"575,531.1","4,644,196","533,393","88,977.2","643,570","55,360","577,468.9","5,138,085","13,353","3,485.2","28,918",1,"1,245,462.4","10,454,769","602,107"
2012,16549,City of Salamanca - (NY),A,Bundled,O,NY,Municipal,"2,048.0","42,492","3,143",548.0,"10,230",507,"3,660.0","65,076",87,0.0,0,0,"6,256.0","117,798","3,737"
2012,16555,Salem Electric - (OR),A,Bundled,O,OR,Cooperative,"15,075.0","183,577","16,500","7,877.0","102,690","2,068","1,661.0","25,806",10,.,.,.,"24,613.0","312,073","18,578"
2012,16558,City of Salem - (VA),A,Bundled,O,VA,Municipal,"14,027.0","128,268","11,054","11,493.7","105,243","2,243","12,548.0","142,130",87,.,.,.,"38,068.7","375,641","13,384"
2012,16561,City of Sallisaw - (OK),A,Bundled,O,OK,Municipal,"4,562.0","48,543","3,522","4,295.0","46,912",646,653.0,"8,672",1,.,.,.,"9,510.0","104,127","4,169"
2012,16565,Salmon River Electric Coop Inc,A,Bundled,O,ID,Cooperative,"2,600.0","32,666","2,142","1,351.0","19,882",437,"7,570.0","225,195",115,.,.,.,"11,521.0","277,743","2,694"
2012,16572,Salt River Project,A,Bundled,O,AZ,Political Subdivision,"1,356,237.0","12,502,574","867,846","966,724.0","10,934,156","95,325","209,396.0","3,433,536",46,0.0,0,0,"2,532,357.0","26,870,266","963,217"
2012,16587,Salt River Electric Coop Corp,A,Bundled,O,KY,Cooperative,"65,508.0","684,231","44,777","19,200.0","205,631","3,013","12,673.0","185,077",15,.,.,.,"97,381.0","1,074,939","47,805"
2012,16603,"San Luis Valley R E C, Inc",A,Bundled,O,CO,Cooperative,"10,051.6","65,431","8,612","4,809.8","38,324","1,014","14,231.6","108,238","2,620",.,.,.,"29,093.0","211,993","12,246"
2012,16604,City of San Antonio - (TX),A,Bundled,O,TX,Municipal,"851,958.0","9,221,307","654,203","825,324.0","10,758,711","81,522","61,803.0","955,523",66,.,.,.,"1,739,085.0","20,935,541","735,791"
2012,16606,"Santee Electric Coop, Inc",A,Bundled,O,SC,Cooperative,"75,045.4","572,150","40,919","11,734.0","91,402","3,042","41,695.4","602,857",20,0.0,0,0,"128,474.8","1,266,409","43,981"
2012,16609,San Diego Gas & Electric Co,A,Bundled,O,CA,Investor Owned,"1,241,708.2","7,586,922","1,242,395","1,024,241.9","6,902,279","149,560","249,492.9","2,042,302",465,"6,744.0","95,213",4,"2,522,187.0","16,626,716","1,392,424"
2012,16609,San Diego Gas & Electric Co,C,Delivery,O,CA,Investor Owned,"1,019.1","12,754","1,887","62,400.1","1,139,857","3,161","84,143.3","2,246,368",206,0.0,0,0,"147,562.5","3,398,979","5,254"
